"","V1","V2","V3","V4"
"X[[i]]","[家教] 義大利文 台北 古亭","Sat Jan  9 17:31:01 2016","<meta name=""description"" content=""1.對象: 女/上班族&#10;2.地點: 捷運古亭站附近的咖啡館&#10;3.科目：義大利文&#10;4.上課時間：平假日早上11:30前皆可,每週一次1.5hr&#10;5.時薪：500-600/hr&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452331863.A.684.html"
"X[[i]]","[家教] 台北市中正區 電繪漫畫","Sat Jan  9 19:10:43 2016","<meta name=""description"" content=""1.對象: 男/22歲(大學生)&#10;2.地點: 捷運中正紀念堂附近&#10;3.科目：電腦繪圖(畫漫畫與CG圖)，軟體使用Painter12、Photoshop、Illustrator&#10;4.上課時間：平日晚上，假日，每週一次2hr&#10;5.時薪：500/hr&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452337848.A.AE7.html"
"X[[i]]","[家教] 新竹  國中英文","Sat Jan  9 21:45:06 2016","<meta name=""description"" content=""１、對象：光華國中/女/國三&#10;２、科目：英文(加強會考英文)&#10;3、待遇：４００、５００&#10;4、地點：光華國中附近&#10;幫家教妹妹的朋友代po，意者站內信，我會整理後交給她。&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452347109.A.2E7.html"
"X[[i]]","[家教] 內湖葫洲捷運站 國小英文","Sat Jan  9 22:45:16 2016","<meta name=""description"" content=""1.對象: 國小一年級 男生←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;2.地點: 民權隧道、葫洲捷運站附近←(請注意自身安全、財物等。)&#10;3.科目：主要英文　其他科幫忙盯完作業即可&#10;4.上課時間：星期一到五　下午2:00~4:00或下午3:00~5:00 共五天&#10;5.時薪：500/HR←(不能打&quot;面議、詳談、可議、自行開價等；若限制水桶14天。)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452350718.A.A73.html"
"X[[i]]","[家教] 新竹縣北埔 國中英文文法","Sat Jan  9 22:47:35 2016","<meta name=""description"" content=""1.對象:  二男 (小六,小四)&#10;2.地點:  新竹縣北埔老街附近  (離科學園區只要20分鐘)&#10;3.科目：英文文法&#10;4.上課時間：平日晚上/周六早上（一星期1次，一次2-3小時)&#10;5.時薪： 500 (可再談)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452350857.A.B7B.html"
"X[[i]]","[家教] 新竹市 日文","Sat Jan  9 23:26:57 2016","<meta name=""description"" content=""1.對象:  30 女 上班族&#10;2.地點: 新竹市 我家社區圖書室 (近香山國小)&#10;3.科目: 日文&#10;4.上課時間：平日 (每周 1.5 ~ 2 hr)&#10;5.時薪: 500/hr&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452353220.A.B5C.html"
"X[[i]]","[家教] 宜蘭全縣 高中數學","Sun Jan 10 01:18:38 2016","<meta name=""description"" content=""代po&#10;替妹妹的死黨找家教&#10;1.對象:高三女生 17歲&#10;2.地點:宜蘭全縣皆可 可討論&#10;3.科目：指考數乙&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452359921.A.0E8.html"
"X[[i]]","[家教] LLC 轉換器可模擬檔案","Sun Jan 10 09:19:56 2016","<meta name=""description"" content=""1.對象:社會人士男 3X歲&#10;2.地點:台北市(最好在台大，但任意地點也行 ) 可討論&#10;3.科目：LLC 轉換器可模擬檔案&#10;模擬軟體可為&#10;PSIM&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452388799.A.E55.html"
"X[[i]]","[家教] 永和高一女生-徵物化家教老師","Sun Jan 10 09:31:43 2016","<meta name=""description"" content=""1.對象: 高一女生&#10;2.地點: 新北市永和區（近樂華夜市）&#10;3.科目：高一下物理生物，未來高二理組物化&#10;4.上課時間：週間2次晚上7:30，假日1次早上9:30&#10;   原則上每週上課2-3次，每次2小時&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452389505.A.0D3.html"
"X[[i]]","[家教]  嘉義朴子國中數學","Sun Jan 10 09:40:21 2016","<meta name=""description"" content=""1.對象:國三男孩 ←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;2.地點: 嘉義朴子夜市附近←(請注意自身安全、財物等。)&#10;3.科目：數學、希望英文也可以&#10;4.上課時間：一三五18:30～20:30&#10;5.時薪：420元/h←(不能打&quot;面議、詳談、可議、自行開價等；若限制水桶14天。)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452390023.A.476.html"
"X[[i]]","[家教] 新北市五股區 成人素描","Sun Jan 10 13:47:42 2016","<meta name=""description"" content=""1.對象: 皆約50歲 女 四人(一對多)&#10;2.地點: 新北市五股區春夏秋冬鄉村工業風家具&#10;3.科目：成人素描&#10;4.上課時間：每個月的第二個禮拜日 下午2:00~4:00&#10;5.時薪：500/小時，可再議 (除薪水外還附飲料、點心)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452404864.A.1F9.html"
"X[[i]]","[解題] 北市大語療所 急徵","Sun Jan 10 14:03:04 2016","<meta name=""description"" content=""1.對象: 女生 23y&#10;2.地點: 新竹市區or台北&#10;3.科目：語言治療所考題&#10;4.上課時間：以平日為主，一週約一次即可&#10;5.時薪：300&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452405786.A.121.html"
"X[[i]]","流行鋼琴自彈自唱 輔大附近","Sun Jan 10 14:39:00 2016","<meta name=""description"" content=""想學流行鋼琴自彈自唱，有鋼琴基本能力，可用英文交換，或 300-500/h 目前是上班族&#10;純興趣 ，住輔大附近，想找附近家教，音樂系學生授課亦可，上課時間可商量，意者請&#10;回信給我，感謝您&#10;--&#10;※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.140.192.243&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452407942.A.7C5.html"
"X[[i]]","[家教] 新竹市北大路 國中英文","Sun Jan 10 15:16:33 2016","<meta name=""description"" content=""1.對象:  一男 (國中生)&#10;2.地點:  新竹市北大路中正路路口&#10;3.科目：英文文法&#10;4.上課時間：1.5h~2h   平日晚上/周六下午（一周三天或者每天，視學生情況)&#10;5.時薪： 500~600&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452410200.A.9D4.html"
"X[[i]]","[家教] 新北市新莊 日語會話","Sun Jan 10 15:30:44 2016","<meta name=""description"" content=""1.對象: 男 28&#10;2.地點: 新莊 or skype(若無合適場所)&#10;3.科目：日語會話&#10;4.上課時間：一週 一次 1.5小時；六或日早上&#10;5.時薪：1.5小時 -&gt; 800&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452411047.A.C0A.html"
"X[[i]]","[家教] 桃園市中壢 高職機械力學","Sun Jan 10 16:46:51 2016","<meta name=""description"" content=""1.對象:高三、男 ←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;2.地點:中壢家樂福附近 ←(請注意自身安全、財物等。)&#10;3.科目：機械力學&#10;4.上課時間：與學生討論&#10;5.時薪：400~500←(不能打&quot;面議、詳談、可議、自行開價等；若限制水桶14天。)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452415613.A.5FC.html"
"X[[i]]","[交換] 英文換舞蹈","Sun Jan 10 17:06:36 2016","<meta name=""description"" content=""1.對象:  34歲 女 &#10;2.地點：  台北市、新北市舞蹈教室&#10;3.科目：爵士舞&#10;4.上課時間：平日或周末&#10;5.自己的才藝:英文 (聽、說、讀、寫)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452416798.A.3ED.html"
"X[[i]]","[家教] 新北市林口 國中數學/理化","Sun Jan 10 18:57:05 2016","<meta name=""description"" content=""1.對象: 國二 女 念新莊的恆毅中學&#10;2.地點: 林口 長庚醫院醫學大樓旁的社區，在妹妹家裡上課&#10;3.科目：數學為主，偶爾再穿插幫妹妹看一些理化&#10;4.上課時間：主要是周五晚上7:00-9:00&#10;5.時薪：450&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452423428.A.C18.html"
"X[[i]]","[家教] 台中北區 高中國文/歷史/地理","Sun Jan 10 21:44:56 2016","<meta name=""description"" content=""1.對象: 高中部一年級 男生&#10;2.地點: 台中北區&#10;3.科目：國文、歷史、地理&#10;4.上課時間：原則上為週二/三/五晚上，或周末時間，詳細再談&#10;5.時薪：500~1000 NT.，可再議&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452433499.A.28D.html"
"X[[i]]","[家教] 台北市 小五數學","Sun Jan 10 22:27:20 2016","<meta name=""description"" content=""1.對象: 6歲男，計算能力在小6，已學完小一～小四數學&#10;2.地點: 台北市中山捷運站1分鐘(南京西路/中山北路口)&#10;3.科目：小五數學&#10;4.上課時間：可談&#10;目前下列時間有空&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452436043.A.043.html"
"X[[i]]","[家教] 台北市內湖 日文","Sun Jan 10 22:54:54 2016","<meta name=""description"" content=""1.對象: 29 女&#10;2.地點: 捷運內湖站附近找適合上課地點&#10;3.科目：日文&#10;4.上課時間：每週1.5-2hr (時段為 週二或週三 17:00-20:00之間)&#10;5.時薪：500hr&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452437697.A.C1E.html"
"X[[i]]","[家教] 台南市新化 高二數學物理化學","Mon Jan 11 10:22:41 2016","<meta name=""description"" content=""1.對象: 高二17歲 男←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;2.地點: 台南市新化區←(請注意自身安全、財物等。)&#10;3.科目：高二數學物理化學&#10;4.上課時間：各科每週一次，基本上是每週1、3、5，每次2小時(18:00~20:00)，&#10;實際上課時間再與家長確認。&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452478964.A.F02.html"
"X[[i]]","[家教] 高雄左營/前金 日文會話","Mon Jan 11 11:38:50 2016","<meta name=""description"" content=""1.對象:28歲 男&#10;2.地點:左營區、前金區的咖啡店或速食餐廳&#10;3.科目：日文會話（生活、旅遊為主，工作為輔）&#10;4.上課時間：每周1~2次 每次1~2小時，因工作有時需要加班，每周上課時間不確定&#10;5.時薪：600元/hr&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452483534.A.69B.html"
"X[[i]]","[討論] 視訊家教，用什麼軟體","Mon Jan 11 11:47:25 2016","<meta name=""description"" content=""我上課的時間實在很難找，&#10;所以考慮找視訊家教老師，&#10;請問有用過視訊家教的老師及同學，&#10;你們是用什麼軟體呢？&#10;有沒有比較過不同的軟體？&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452484048.A.510.html"
"X[[i]]","[家教] 新竹縣竹北 國中數學 已徵到)","Mon Jan 11 13:27:52 2016","<meta name=""description"" content=""1.對象: 14歲國二男生&#10;2.地點: 新竹縣竹北 六家國小附近&#10;3.科目：國中數學&#10;4.上課時間：約在寒假期間開始，可配合老師方便的時間&#10;5.時薪：400元&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452490075.A.682.html"
"X[[i]]","[家教] 台中市梧棲 國中數學物理化學2名","Mon Jan 11 13:34:54 2016","<meta name=""description"" content=""1.對象:共二名 ←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;國二14歲 男&#10;國一13歲 男&#10;2.地點:台中市梧棲區(近梧棲童綜合醫院) ←(請注意自身安全、財物等。)&#10;3.科目：國一國二數學物理化學、其他全科複習&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452490496.A.488.html"
"X[[i]]","[家教] 桃園市中壢區高一數學理化","Mon Jan 11 13:42:44 2016","<meta name=""description"" content=""1.對象: 高二17歲 女生←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;2.地點:桃園市中壢區 金鋒五街←(請注意自身安全、財物等。)&#10;3.科目：數學及物理&#10;4.上課時間：一到五20:00後&#10;                       六下午可討論&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452490966.A.E5E.html"
"X[[i]]","[交換] 龜山-英文(口說,聽,讀)換日文文法","Mon Jan 11 14:07:19 2016","<meta name=""description"" content=""1.對象:22歲, 女&#10;2.地點：龜山麥當勞或桃園火車站附近←(請注意自身安全、財物等。)&#10;3.科目：日文基礎文法或會話&#10;4.上課時間：平日皆可，可商議&#10;5.自己的才藝:在美國待上有8年以上的時間&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452492441.A.817.html"
"X[[i]]","[上台] 新北市永和 國小.國二.國三英文","Mon Jan 11 14:22:04 2016","<meta name=""description"" content=""1.對象: ←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;         國小(中高年級)兒美班&#10;         國二英文&#10;         國三英文&#10;         每班男女皆有&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452493326.A.71B.html"
"X[[i]]","[家教] 台南新市國二理化","Mon Jan 11 15:13:11 2016","<meta name=""description"" content=""1.對象: 國二 男生&#10;2.地點: 新市大順三路附近 靠近南科高中&#10;3.科目：理化&#10;4.上課時間： 一個星期兩小時 平日晚上&#10;5.時薪：400&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452496393.A.812.html"
"X[[i]]","[家教] 高雄屏東 期貨商C#API使用教學","Mon Jan 11 16:04:23 2016","<meta name=""description"" content=""1.對象: 男  社會人士  博畢役畢&#10;2.地點: 高雄或屏東&#10;3.科目：期貨商(群益凱基  元大)C#API使用教學&#10;4.上課時間：雙方商議&#10;5.時薪：看情況  600~800/HR&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452499466.A.CA3.html"
"X[[i]]","[仲介] Great全國菁英家教中心 1.13更新","Mon Jan 11 18:25:36 2016","<meta name=""description"" content=""狂賀!!本中心榮獲102年,103年,104年度政府評鑑優等私立就業服務機構&#10;非常感謝政府的肯定  家長的支持    老師的愛護&#10;本中心定當繼續努力  提供優質服務  歡迎各位舊雨新知的老師們加入喔!&#10;------------------------------------------------------------------------&#10;台北基隆案件:http://www.great123.idv.tw/taipei1.asp&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452507938.A.8CC.html"
"X[[i]]","[交換]  台南 鋼琴換英文","Mon Jan 11 20:01:02 2016","<meta name=""description"" content=""1.對象: 23歲 女&#10;2.地點： 台南市區、安南區、永康 附近皆可&#10;3.科目：英文口說&#10;4.上課時間：一月要下班時間後或假日，二月之後時間皆可&#10;5.自己的才藝: 古典鋼琴(音樂系畢)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452513664.A.020.html"
"X[[i]]","[家教] 高中公民學測總複習","Mon Jan 11 20:29:49 2016","<meta name=""description"" content=""1.對象:高三重考生 ←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;2.地點:北車附近 ←(請注意自身安全、財物等。)&#10;3.科目：高中公民&#10;4.上課時間：次數不限，每天都可以&#10;5.時薪：700/hr←(不能打&quot;面議、詳談、可議、自行開價等；若限制水桶14天。)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452515391.A.1F5.html"
"X[[i]]","[家教] 高雄市左營 高中數學","Mon Jan 11 21:44:44 2016","<meta name=""description"" content=""1.對象: 高三女（左營高中）&#10;2.地點: 高鐵附近&#10;3.科目：數學&#10;4.上課時間：每週2次，每次2小時&#10;5.時薪：500元&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452519887.A.588.html"
"X[[i]]","[家教] 新北市板橋區 國小學障生陪讀","Mon Jan 11 22:02:47 2016","<meta name=""description"" content=""1.對象:目前為一年級女學生，智力正常，患有癲癇，易分心，書寫上較為吃力。小朋友個性害羞、&#10;  溫馴，在小組上課時能配合教學者，因易分心、動作稍慢，需要老師多點耐心指導。&#10;2.地點:近捷運府中站&#10;3.科目：協助完成回家功課或是一般的生活訓練&#10;4.上課時間：每週一、三、四和五下午3點至5點(2時/天)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452520971.A.DEB.html"
"X[[i]]","[家教] 彰化員林  小五.小六數學","Mon Jan 11 22:29:00 2016","<meta name=""description"" content=""1.對象: 小六  女&#10;2.地點:員林國小附近&#10;3.科目：數學&#10;4.上課時間：一三五下午.晚上 六日也可以 (可再與學生討論)&#10;5.時薪：350&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452522543.A.395.html"
"X[[i]]","[家教] 桃園八德 高中數學","Mon Jan 11 22:55:03 2016","<meta name=""description"" content=""1.對象: 兩位高一男生(兄弟,就讀武陵和復旦)&#10;2.地點: 桃園八德(靠近ikea)&#10;3.科目：高中數學&#10;4.上課時間： 暫定星期二和四 PM8:00~10:00&#10;5.時薪：750/小時&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452524106.A.446.html"
"X[[i]]","[家教] 板橋 英文 文法 時態","Mon Jan 11 23:28:25 2016","<meta name=""description"" content=""1.對象: 21 女 台藝大學生&#10;2.地點: 台藝大圖書館 或北車板橋附近&#10;3.科目：英文&#10;4.上課時間：可來信討論 平日上午為主 一個禮拜兩次 一次一小時 短期學會正確時態和&#10;基本英文觀念&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452526107.A.FF9.html"
"X[[i]]","[家教] 新竹市近培英國中高中數學","Mon Jan 11 23:48:20 2016","<meta name=""description"" content=""1.對象:高一女生&#10;2.地點: 近培英國中&#10;3.科目：高中數學&#10;4.上課時間：每週上1-2hr&#10;5.時薪：500/hr&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452527309.A.A6D.html"
"X[[i]]","[上台] 台中誠徵國中理化兼職家教","Tue Jan 12 00:44:02 2016","<meta name=""description"" content=""1.對象: 男女不拘、年齡不限&#10;2.地點: 台中市公益路437號(惠文高中正對面)&#10;3.科目:國中理化&#10;4.補習班名稱: 奧林匹克文化事業股份有限公司附設&#10;              臺中市私立新奧林匹亞文理短期補習班&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452530645.A.E6E.html"
"X[[i]]","[家教] 台北萬華 國三理化","Tue Jan 12 08:31:06 2016","<meta name=""description"" content=""1.對象: 國三女&#10;2.地點: 萬大路&amp;莒光路口 (龍山寺捷運站10分鐘)&#10;3.科目：理化&#10;4.上課時間：寒假彈性，開學後週六&#10;5.時薪：500/hr，一次2hr&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452558668.A.C67.html"
"X[[i]]","[家教] 臺中市南屯區一對一英語會話","Tue Jan 12 09:13:33 2016","<meta name=""description"" content=""1.對象:40歲上班族&#10;2.地點: 台中市南屯區&#10;3.科目：英文口說、聽力&#10;4.上課時間：禮拜六早上9點或10點&#10;5.時薪：500～600&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452561216.A.92B.html"
"X[[i]]","[家教] 高雄市仁武 高職數學","Tue Jan 12 09:31:07 2016","<meta name=""description"" content=""1.對象:16歲高職一年級男&#10;2.地點:八卦國小附近&#10;3.科目：高職工科數學C&#10;4.上課時間：每周一至兩次，每次一個半至兩個小時&#10;5.時薪：400，可再議&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452562269.A.CD7.html"
"X[[i]]","[家教] 台北 公館/中永和  英文口說","Tue Jan 12 10:54:40 2016","<meta name=""description"" content=""1.對象:22男&#10;2.地點:公館/中永和(永安市場捷運站)&#10;3.科目：英文口說&#10;4.上課時間：平日晚上/週末可再討論(預計一週2次)&#10;5.時薪：500~1000&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452567283.A.1E1.html"
"X[[i]]","[家教] 台北市文山區 國小英文","Tue Jan 12 12:32:40 2016","<meta name=""description"" content=""1.對象: 台北市私立國小三年級男學生&#10;2.地點: 文山區考試院國家考場正後方住宅區&#10;3.科目：英文&#10;4.上課時間：星期一、三、五晚上 每次一小時&#10;5.時薪：600~900(可依老師條件及經驗調整)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452573163.A.1A2.html"
"X[[i]]","[家教] 新北淡水 資料探勘碩論指導","Tue Jan 12 14:11:52 2016","<meta name=""description"" content=""1.對象: ←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;淡江資管碩二生 男 24歲&#10;2.地點: ←(請注意自身安全、財物等。)&#10;淡水星巴克&#10;3.科目：&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452579114.A.868.html"
"X[[i]]","[解題] 台北市古亭 高中國文","Tue Jan 12 14:45:44 2016","<meta name=""description"" content=""1.對象：補習班高一、高二及高三、高四升大學學生&#10;2.地點：和平西路一段20號3樓&#10;        古亭捷運站八號出口直行一分鐘&#10;3.科目：國文&#10;4.時間：一至日晚間6:30~9:30，排班制。&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452581146.A.029.html"
"X[[i]]","[交換] 林口英日文換健身或其他運動","Tue Jan 12 14:50:26 2016","<meta name=""description"" content=""1.對象:26歲女性&#10;2.地點：長庚大學或體大重訓室&#10;3.科目：健身或其他運動&#10;4.上課時間：平日晚上皆可&#10;5.自己的才藝:英文多益870、日檢3級&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452581429.A.A90.html"
"X[[i]]","[交換] 英文換日文口說","Tue Jan 12 17:11:46 2016","<meta name=""description"" content=""1.對象: 男，27歲←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;2.地點：台北市，希望是捷運紅線上，可討論。 ←(請注意自身安全、財物等。)&#10;3.科目：日文&#10;4.上課時間：每周一次，希望是假日時間&#10;5.自己的才藝:英文，多益785分，除了每周固定會與加拿大朋友聊天　&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452589908.A.495.html"
"X[[i]]","[家教] 台北信義區 成人英語","Tue Jan 12 17:24:55 2016","<meta name=""description"" content=""1.對象: 23/女&#10;2.地點: 北醫附近或近北醫捷運、公車及雙腿可達處&#10;3.科目：英文口說及基礎&#10;4.上課時間：一禮拜1天，一次1.5-2hrs&#10;5.時薪：400-500/hr&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452590708.A.AF6.html"
"X[[i]]","[課輔] 新竹縣新豐 國高中各科講師","Tue Jan 12 19:24:22 2016","<meta name=""description"" content=""地點：新竹縣新豐鄉忠孝路20號1樓（台灣拓人新豐校）&#10;     （網站：http://www.tact.com.tw/school_ie/net/f03.html）&#10;時間：週一～週五（16:50～21:40 排班制）&#10;      週六（9:00～21:40）&#10;工作內容：&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452597865.A.0E7.html"
"X[[i]]","[交換] 怎樣解題交換any","Tue Jan 12 19:31:16 2016","<meta name=""description"" content=""1.對象:←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;2.地點： 台大←(請注意自身安全、財物等。)&#10;3.科目:任何 通識選課技巧 或任何你會別人不會的技能&#10;4.上課時間：任何&#10;5.自己的才藝:怎樣解題的思維方法&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452598278.A.DD9.html"
"X[[i]]","[家教]台南 高二物理考卷 解題   單次","Tue Jan 12 20:10:19 2016","<meta name=""description"" content=""1.對象:台南女中 高二&#10;2.地點: 成大附近方便的地點&#10;3.科目：解題 --簡諧運動、圓周、動量衝量、摩擦力;講義都會寫，考卷有些題目寫不出來&#10;4.上課時間：1/13晚7-9點&#10;5.時薪：500&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452600621.A.3A4.html"
"X[[i]]","[家教] 新竹市 高中物理","Tue Jan 12 22:32:47 2016","<meta name=""description"" content=""1.對象: 高二男生&#10;2.地點: 新竹市武陵路和東大路交接口附近&#10;3.科目：高中物理&#10;4.上課時間： 一週兩次，每次2hr，周二和周四&#10;5.時薪：350~500&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452609169.A.DB7.html"
"X[[i]]","[家教] 新竹清大高峰路 高中生物","Tue Jan 12 23:27:07 2016","<meta name=""description"" content=""1.對象:  高二  男&#10;         學生非常聰明，想找人協助可以超前學校生物進度&#10;2.地點:  清大後門騎機車約5min&#10;3.科目： 高二三生物&#10;4.上課時間： 寒假需可以上課&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452612429.A.BB5.html"
"X[[i]]","[家教] 新北板橋、三峽 成人英語會話","Wed Jan 13 00:34:44 2016","<meta name=""description"" content=""1.對象: 25/男&#10;2.地點: 板橋捷運站周邊、三峽&#10;3.科目：英文口說&#10;4.上課時間：每周一次 1.5hrs&#10;5.時薪：500~800/hr(可議)&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452616487.A.820.html"
"X[[i]]","[解題] 新北市三重 高職化工","Wed Jan 13 01:12:46 2016","<meta name=""description"" content=""1.對象:28歲、男&#10;2.地點:三重 木童咖啡&#10;3.科目：專一(普化、分析、有機)、專二(基礎化工、化工裝置)&#10;4.上課時間：每週五晚上7:30-8:30&#10;5.時薪：500-1000&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452618771.A.F87.html"
"X[[i]]","[家教] 台北信義區 教日本人中文","Wed Jan 13 14:43:32 2016","<meta name=""description"" content=""1.對象: 日本女性，約30多歲&#10;2.地點: 可議，靠近捷運站的咖啡店or學生家&#10;3.科目：中文&#10;4.上課時間：需要與學生討論 (請參考附註)&#10;5.時薪：400-500/HR&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452667414.A.CAC.html"
"X[[i]]","[上台] 桃園大湳 國中英文","Wed Jan 13 14:47:11 2016","<meta name=""description"" content=""1.對象:國一及國二 男女混班 ←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;2.地點: 桃園大湳←(請注意自身安全、財物等。)&#10;3.科目：國一國二英文&#10;4.補習班名稱:  勝麗補習班 府教終字第1030180954號←(請主動附上立案證明)&#10;5.上課時間：星期二 17:30 - 20:10&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452667634.A.DB3.html"
"X[[i]]","[家教] 台北市 國小英文","Wed Jan 13 18:12:11 2016","<meta name=""description"" content=""1.對象:國小學生一年級至六年級&#10;2.地點:台北市&#10;3.科目：英文(聽說讀寫)&#10;4.上課時間：1天或2天一週&#10;5.時薪：375元/小時,四堂課1500元&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452679934.A.DBA.html"
"X[[i]]","[家教] 臺中高三數學總複習一日數學解題","Wed Jan 13 19:14:02 2016","<meta name=""description"" content=""1.對象: 18，男生&#10;2.地點: 臺中市，麥當勞，住家，補習班皆可&#10;3.科目：高中數學&#10;4.上課時間：1/20-08:30-11:30(一日三小時)&#10;5.時薪：900/hr&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452683645.A.B07.html"
"X[[i]]","[家教] 新竹市 國小英文","Wed Jan 13 19:36:36 2016","<meta name=""description"" content=""1.對象: 國小六年級男 &#10;2.地點:  新竹教育大學附近&#10;3.科目：英文&#10;4.上課時間：1個星期 2天(一次兩小時)&#10;5.時薪： 350/1hr &#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452684999.A.FFD.html"
"X[[i]]","[家教] 上班族準備托福家教","Wed Jan 13 22:27:49 2016","<meta name=""description"" content=""1.對象: 男生 上班族&#10;2.地點: 台北市仁愛路或東區咖啡店&#10;3.科目：托福iBT&#10;4.上課時間：煩請配合我&#10;5.時薪：600-900&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452695273.A.2AF.html"
"X[[i]]","[課輔] 新北板橋國小安親課輔(全職兼職皆徵)","Wed Jan 13 22:59:58 2016","<meta name=""description"" content=""1.對象: ←(年齡、性別缺一不可；漏掉一個水桶三天。)&#10;國小中年級&#10;2.地點: ←(請注意自身安全、財物等。)&#10;板橋國小附近(府中站或板橋捷運站步行五分鐘可到)&#10;3.科目：&#10;""/>","https://www.ptt.cc/bbs/HomeTeach/M.1452697202.A.58B.html"
